CustomerKey,FirstName,LastName,Full Name,Gender,YearlyIncome,DateFirstPurchase,Customer City
13386,Samuel,Patterson,SamuelPatterson,Male,60000.00,2020-10-02,Lebanon
13387,Miranda,Jenkins,MirandaJenkins,Female,60000.00,2020-11-02,Berkeley
13388,Marshall,Shen,MarshallShen,Male,60000.00,2020-03-05,Burlingame
13389,Madison,Thomas,MadisonThomas,Female,70000.00,2020-11-30,Lemon Grove
13390,Julia,Collins,JuliaCollins,Female,70000.00,2020-12-30,Novato
13391,Brenda,Malhotra,BrendaMalhotra,Female,40000.00,2020-10-02,Burnaby
13392,Hunter,Parker,HunterParker,Male,70000.00,2020-11-09,Beaverton
13393,Willie,Kumar,WillieKumar,Male,70000.00,2020-05-10,Beaverton
13394,Matthew,Clark,MatthewClark,Male,70000.00,2020-05-12,Beaverton
13395,Gabriel,Li,GabrielLi,Male,70000.00,2020-07-18,Bellingham
13396,David,Kumar,DavidKumar,Male,70000.00,2020-05-29,Olympia
13397,Adam,Mitchell,AdamMitchell,Male,60000.00,2020-11-12,Redmond
13398,Logan,Ross,LoganRoss,Male,60000.00,2020-11-21,Sedro Woolley
13399,Edward,Young,EdwardYoung,Male,60000.00,2020-11-08,Grossmont
13400,Julia,Thomas,JuliaThomas,Female,60000.00,2019-02-26,Grossmont
13401,Erin,Bradley,ErinBradley,Female,60000.00,2019-02-28,Woodland Hills
13402,Gabriel,Turner,GabrielTurner,Male,60000.00,2019-02-22,El Cajon
13403,Jennifer,Jackson,JenniferJackson,Female,70000.00,2019-02-23,Woodburn
13404,Kelvin,Yang,KelvinYang,Male,130000.00,2019-12-16,London
13405,Ethan,Bryant,EthanBryant,Male,110000.00,2018-11-01,Roubaix
13406,Craig,Jiménez,CraigJiménez,Male,130000.00,2018-01-28,Münster
13407,Cassandra,Rana,CassandraRana,Female,150000.00,2019-12-27,London
13408,Katherine,Gonzales,KatherineGonzales,Female,170000.00,2019-12-14,Peterborough
13409,Cory,Fernandez,CoryFernandez,Male,110000.00,2020-10-22,Tremblay-en-France
13410,Jillian,Madan,JillianMadan,Female,110000.00,2020-06-07,Berlin
13411,Jacquelyn,Blanco,JacquelynBlanco,Female,130000.00,2019-12-07,Berks
13412,Rafael,Zhao,RafaelZhao,Male,130000.00,2020-12-09,Birmingham
13413,Fernando,Phillips,FernandoPhillips,Male,60000.00,2020-10-31,Portland
13414,Miguel,Wilson,MiguelWilson,Male,80000.00,2020-05-06,Oregon City
13415,Marcus,Rogers,MarcusRogers,Male,100000.00,2020-05-26,Beverly Hills
13416,Richard,Roberts,RichardRoberts,Male,110000.00,2020-03-10,Fremont
13417,Ian,Cox,IanCox,Male,110000.00,2020-05-02,Long Beach
13418,Devin,Cox,DevinCox,Male,90000.00,2020-05-05,Vancouver
13419,Lauren,Coleman,LaurenColeman,Female,90000.00,2019-02-10,Bremerton
13420,Jordan,Turner,JordanTurner,Female,120000.00,2019-02-21,Grossmont
13421,Alyssa,Patterson,AlyssaPatterson,Female,130000.00,2020-04-27,Santa Cruz
13422,Jacqueline,Washington,JacquelineWashington,Female,160000.00,2020-05-16,Spring Valley
13423,Alex,Peterson,AlexPeterson,Male,80000.00,2020-07-24,Sooke
13424,Jasmine,Thomas,JasmineThomas,Female,90000.00,2019-02-02,Corvallis
13425,Jose,Garcia,JoseGarcia,Male,90000.00,2019-02-23,Edmonds
13426,Taylor,Williams,TaylorWilliams,Female,110000.00,2019-03-05,Bellflower
13427,Connor,Winston,ConnorWinston,Male,130000.00,2020-05-21,Lincoln Acres
13428,Marcus,Ramirez,MarcusRamirez,Male,130000.00,2020-05-11,Novato
13429,Gabrielle,Washington,GabrielleWashington,Female,150000.00,2019-03-11,Palo Alto
13430,Edward,Griffin,EdwardGriffin,Male,150000.00,2020-03-22,Santa Monica
13431,Bryan,James,BryanJames,Male,70000.00,2019-03-14,Tacoma
13432,Dalton,Wood,DaltonWood,Male,80000.00,2020-03-27,Ballard
13433,Jessie,Vazquez,JessieVazquez,Female,90000.00,2019-03-18,Bellflower
13434,Kaitlyn,Wright,KaitlynWright,Female,50000.00,2020-10-13,N. Vancouver
13435,Tracy,Pal,TracyPal,Female,70000.00,2019-03-17,Beverly Hills
13436,Gail,Griffin,GailGriffin,Female,90000.00,2019-03-12,Issaquah
13437,Ethan,Flores,EthanFlores,Male,90000.00,2020-03-02,Port Orchard
13438,Chloe,Griffin,ChloeGriffin,Female,90000.00,2019-03-02,Redmond
13439,Arturo,Lin,ArturoLin,Male,110000.00,2020-05-18,Burlingame
13440,Sydney,Miller,SydneyMiller,Female,80000.00,2020-05-12,Victoria
13441,Omar,Zhang,OmarZhang,Male,90000.00,2020-11-29,Bellingham
13442,Paula,Vazquez,PaulaVazquez,Female,90000.00,2019-03-18,Burien
13443,Jasmine,White,JasmineWhite,Female,100000.00,2019-03-10,Lebanon
13444,Abby,Lopez,AbbyLopez,Female,110000.00,2020-07-13,Beverly Hills
13445,Logan,Davis,LoganDavis,Male,120000.00,2020-11-14,Daly City
13446,Katelyn,Scott,KatelynScott,Female,120000.00,2019-03-01,El Cajon
13447,Destiny,Cox,DestinyCox,Female,130000.00,2019-03-26,Long Beach
13448,Catherine,Ward,CatherineWard,Female,130000.00,2020-06-01,Palo Alto
13449,Jerome,Diaz,JeromeDiaz,Male,80000.00,2019-03-12,Bremerton
13450,Victoria,Jones,VictoriaJones,Female,90000.00,2019-04-28,Oregon City
13451,Robin,Browning,RobinBrowning,Female,110000.00,2020-10-18,Burbank
13452,Kaitlyn,Evans,KaitlynEvans,Female,130000.00,2019-03-30,Glendale
13453,Amanda,Howard,AmandaHoward,Female,130000.00,2019-04-08,Lincoln Acres
13454,Benjamin,Griffin,BenjaminGriffin,Male,130000.00,2020-06-14,Long Beach
13455,Kaitlyn,Bryant,KaitlynBryant,Female,130000.00,2020-06-10,San Diego
13456,Sydney,Hernandez,SydneyHernandez,Female,80000.00,2019-04-14,Kirkland
13457,Eric,Henderson,EricHenderson,Male,60000.00,2020-08-05,W. Linn
13458,Joan,James,JoanJames,Female,60000.00,2020-02-07,Bellingham
13459,Devin,Foster,DevinFoster,Male,60000.00,2020-11-11,San Diego
13460,Jasmine,Walker,JasmineWalker,Female,80000.00,2020-05-01,Newton
13461,Anthony,Jones,AnthonyJones,Male,130000.00,2019-03-30,Santa Cruz
13462,Jay,Sara,JaySara,Male,50000.00,2019-04-18,Bellingham
13463,Tammy,Sara,TammySara,Female,60000.00,2020-11-13,Bellflower
13464,Martha,Hu,MarthaHu,Female,70000.00,2019-04-19,Beverly Hills
13465,Sydney,Campbell,SydneyCampbell,Female,100000.00,2020-11-21,Long Beach
13466,Bryce,James,BryceJames,Male,80000.00,2020-09-16,Langley
13467,Kristopher,Martinez,KristopherMartinez,Male,90000.00,2020-05-10,Bellingham
13468,Mariah,Sanders,MariahSanders,Female,100000.00,2019-04-24,Portland
13469,Bryce,Bailey,BryceBailey,Male,100000.00,2021-01-16,Tacoma
13470,Jaclyn,Jai,JaclynJai,Female,100000.00,2020-12-20,Bellflower
13471,Eric,Bryant,EricBryant,Male,120000.00,2020-05-20,Grossmont
13472,Simon,Pearson,SimonPearson,Male,80000.00,2020-06-24,National City
13473,Logan,Hill,LoganHill,Male,80000.00,2020-06-09,Coronado
13474,Elizabeth,Hall,ElizabethHall,Female,60000.00,2020-05-07,Shawnee
13475,Charles,Allen,CharlesAllen,Male,60000.00,2020-12-10,Redwood City
13476,Timothy,Hall,TimothyHall,Male,60000.00,2020-06-17,Santa Cruz
13477,Katherine,Wood,KatherineWood,Female,70000.00,2019-04-28,Imperial Beach
13478,Alexia,Coleman,AlexiaColeman,Female,70000.00,2019-04-13,Puyallup
13479,Katelyn,Rogers,KatelynRogers,Female,70000.00,2020-08-23,Lemon Grove
13480,Anna,Rodriguez,AnnaRodriguez,Female,70000.00,2020-05-20,Berkeley
13481,Hunter,Hernandez,HunterHernandez,Male,70000.00,2021-01-10,Chula Vista
13482,Haley,Bryant,HaleyBryant,Female,40000.00,2019-04-02,Berkeley
13483,Christian,Lal,ChristianLal,Male,40000.00,2020-07-21,Lynnwood
13484,Marcus,Martinez,MarcusMartinez,Male,110000.00,2019-05-12,Bellflower
13485,Thomas,Allen,ThomasAllen,Male,130000.00,2020-02-15,Chula Vista
13486,Rebekah,Gomez,RebekahGomez,Female,130000.00,2020-04-22,Cliffside
13487,Emily,Martin,EmilyMartin,Female,150000.00,2019-05-29,Spring Valley
13488,Laura,Guo,LauraGuo,Female,120000.00,2020-06-12,Bellingham
13489,Jennifer,Walker,JenniferWalker,Female,90000.00,2019-05-03,Portland
13490,Edward,Rodriguez,EdwardRodriguez,Male,120000.00,2020-03-11,Santa Cruz
13491,Natalie,Howard,NatalieHoward,Female,120000.00,2020-01-30,Haney
13492,Christian,Foster,ChristianFoster,Male,130000.00,2019-05-29,Burbank
13493,Valerie,Zhao,ValerieZhao,Female,10000.00,2020-03-26,Berkshire
13494,Byron,Gutierrez,ByronGutierrez,Male,10000.00,2020-05-18,Braunschweig
13495,Micheal,Alvarez,MichealAlvarez,Male,20000.00,2020-03-23,Reading
13496,Lucas,Morris,LucasMorris,Male,20000.00,2020-04-17,Drancy
13497,Deborah,Sharma,DeborahSharma,Female,20000.00,2020-02-24,Hamburg
13498,Joel,Mehta,JoelMehta,Male,30000.00,2020-08-19,Dunkerque
13499,Olivia,Cox,OliviaCox,Female,30000.00,2020-02-13,Lille
13500,Molly,Vance,MollyVance,Female,10000.00,2020-11-20,Bonn
13501,Clayton,Zhu,ClaytonZhu,Male,10000.00,2020-05-17,Stuttgart
13502,Deborah,Nara,DeborahNara,Female,10000.00,2020-08-18,Berlin
13503,Theodore,Gomez,TheodoreGomez,Male,10000.00,2020-04-19,Liverpool
13504,Beth,Alonso,BethAlonso,Female,10000.00,2018-11-15,Chatou
13505,Jamie,Cai,JamieCai,Female,10000.00,2020-06-07,Cheltenham
13506,Willie,Guo,WillieGuo,Male,10000.00,2020-10-03,Cergy
13507,Margaret,Patterson,MargaretPatterson,Female,10000.00,2020-04-19,Billericay
13508,Cassandra,Sanchez,CassandraSanchez,Female,20000.00,2020-02-04,Lieusaint
13509,Lucas,Johnson,LucasJohnson,Male,30000.00,2020-05-17,York
13510,Jon,Shen,JonShen,Male,10000.00,2020-02-02,Les Ulis
13511,Ernest,Liu,ErnestLiu,Male,10000.00,2018-12-03,Courbevoie
13512,Ken,Sánchez,KenSánchez,Female,10000.00,2020-08-06,Les Ulis
13513,Abigail,Henderson,AbigailHenderson,Female,30000.00,2018-01-01,Werne
13514,Lindsay,Luo,LindsayLuo,Female,10000.00,2018-02-17,Eilenburg
13515,Cara,Liang,CaraLiang,Female,20000.00,2018-02-11,Salzgitter
13516,Harold,Ray,HaroldRay,Male,30000.00,2020-07-22,London
13517,Nicolas,Sharma,NicolasSharma,Male,30000.00,2019-12-22,London
13518,Brendan,Goldstein,BrendanGoldstein,Male,10000.00,2019-06-17,Cloverdale
13519,Lucas,Foster,LucasFoster,Male,10000.00,2019-06-26,Melbourne
13520,Carol,Nelson,CarolNelson,Female,10000.00,2019-06-17,Bendigo
13521,Sandra,Lu,SandraLu,Female,10000.00,2019-06-22,Cloverdale
13522,Logan,Taylor,LoganTaylor,Male,10000.00,2020-04-24,Geelong
13523,Adrienne,Ruiz,AdrienneRuiz,Female,10000.00,2020-05-23,Findon
13524,Cheryl,Blanco,CherylBlanco,Female,20000.00,2019-06-20,Sydney
13525,Cassandra,Van,CassandraVan,Female,20000.00,2019-06-06,Lavender Bay
13526,Krystal,Liu,KrystalLiu,Female,20000.00,2019-07-15,Perth
13527,Tonya,Andersen,TonyaAndersen,Female,20000.00,2019-07-08,Gold Coast
13528,Carmen,Lopez,CarmenLopez,Female,20000.00,2019-07-10,Lane Cove
13529,Pamela,Martinez,PamelaMartinez,Female,20000.00,2019-07-16,South Melbourne
13530,Krystal,Chen,KrystalChen,Female,40000.00,2020-09-14,Reading
13531,Tyrone,Gutierrez,TyroneGutierrez,Male,30000.00,2020-09-05,Sèvres
13532,Melody,Gill,MelodyGill,Female,30000.00,2020-09-25,Poing
13533,Eduardo,Butler,EduardoButler,Male,30000.00,2020-04-09,Billericay
13534,Beth,Navarro,BethNavarro,Female,30000.00,2020-08-07,London
13535,Omar,Nara,OmarNara,Male,20000.00,2020-07-21,Gateshead
13536,Arianna,Ward,AriannaWard,Female,10000.00,2018-12-24,Saint Germain en Laye
13537,Jill,Moreno,JillMoreno,Female,10000.00,2018-11-29,Saint Ouen
13538,Vanessa,Henderson,VanessaHenderson,Female,20000.00,2018-02-24,Kassel
13539,Roger,Guo,RogerGuo,Male,30000.00,2020-08-05,London
13540,Paula,Ortega,PaulaOrtega,Female,40000.00,2018-02-09,Erlangen
13541,Ashlee,Xu,AshleeXu,Female,40000.00,2018-02-28,Hannover
13542,Sharon,Kumar,SharonKumar,Female,30000.00,2018-02-26,Frankfurt
13543,Phillip,Rana,PhillipRana,Male,30000.00,2018-02-26,Leipzig
13544,Joy,Martin,JoyMartin,Female,20000.00,2020-04-19,London
13545,Brad,Sharma,BradSharma,Male,30000.00,2018-02-11,Grevenbroich
13546,Mitchell,Jai,MitchellJai,Male,30000.00,2018-01-29,Münster
13547,Michele,Jimenez,MicheleJimenez,Female,10000.00,2020-08-16,Stoke-on-Trent
13548,Bridget,Jai,BridgetJai,Female,30000.00,2018-02-01,Frankfurt
13549,Richard,King,RichardKing,Male,10000.00,2020-05-01,Paris
13550,Joe,Malhotra,JoeMalhotra,Male,20000.00,2020-03-21,Saint Germain en Laye
13551,Jacob,Lee,JacobLee,Male,30000.00,2019-12-04,Cheltenham
13552,Trevor,Hughes,TrevorHughes,Male,30000.00,2018-12-24,Saint Germain en Laye
13553,Jessica,Coleman,JessicaColeman,Female,30000.00,2019-11-30,Oxford
13554,Paula,Moreno,PaulaMoreno,Female,30000.00,2019-12-11,London
13555,Tammy,Smith,TammySmith,Female,40000.00,2018-12-24,Orleans
13556,Alisha,Nath,AlishaNath,Female,40000.00,2018-12-19,Lieusaint
13557,Stacey,Liu,StaceyLiu,Female,40000.00,2019-12-15,London
13558,Karen,Lu,KarenLu,Female,40000.00,2018-12-16,Villeneuve-d'Ascq
13559,Lori,Ramos,LoriRamos,Female,50000.00,2018-02-26,Berlin
13560,Andres,Shan,AndresShan,Male,50000.00,2018-03-19,Frankfurt am Main
13561,Gary,Navarro,GaryNavarro,Male,50000.00,2019-11-29,London
13562,Bryant,Van,BryantVan,Male,50000.00,2019-12-23,Newcastle upon Tyne
13563,Phillip,Sai,PhillipSai,Male,50000.00,2018-01-08,Stoke-on-Trent
13564,Sabrina,Blanco,SabrinaBlanco,Female,10000.00,2018-12-05,Paris
13565,Tiffany,Zhao,TiffanyZhao,Female,10000.00,2019-01-23,Courbevoie
13566,Mikael,Sandberg,MikaelSandberg,Female,10000.00,2020-06-23,Solingen
13567,Anne,Rubio,AnneRubio,Female,10000.00,2018-03-05,Stuttgart
13568,Max,Jimenez,MaxJimenez,Male,10000.00,2020-02-18,Paris
13569,Marcus,Hall,MarcusHall,Male,10000.00,2020-05-31,Darmstadt
13570,Benjamin,Jackson,BenjaminJackson,Male,10000.00,2018-03-14,Ingolstadt
13571,Allen,Mehta,AllenMehta,Male,10000.00,2020-01-28,Boulogne-Billancourt
13572,Shaun,Deng,ShaunDeng,Male,10000.00,2018-03-02,Stuttgart
13573,Edwin,Pal,EdwinPal,Male,20000.00,2020-05-13,Orleans
13574,Brenda,Garcia,BrendaGarcia,Female,20000.00,2020-01-30,Dresden
13575,Alicia,Shen,AliciaShen,Female,70000.00,2019-01-18,Les Ulis
13576,Tamara,Lal,TamaraLal,Female,160000.00,2018-01-09,London
13577,Theodore,Torres,TheodoreTorres,Male,70000.00,2019-01-21,Paris
13578,Karl,Nath,KarlNath,Male,70000.00,2021-01-15,Roncq
13579,Alan,Chen,AlanChen,Male,110000.00,2018-03-27,Ingolstadt
13580,Carol,Xu,CarolXu,Female,110000.00,2018-03-23,Offenbach
13581,Albert,Blanco,AlbertBlanco,Male,130000.00,2018-01-04,Esher-Molesey
13582,Martha,Gao,MarthaGao,Female,130000.00,2020-01-29,London
13583,Blake,Butler,BlakeButler,Male,90000.00,2018-01-21,Gateshead
13584,Isaiah,Cox,IsaiahCox,Male,70000.00,2018-01-26,Runcorn
13585,Savannah,Morris,SavannahMorris,Female,80000.00,2018-01-22,Leeds
13586,Larry,Alonso,LarryAlonso,Male,80000.00,2020-04-27,Gateshead
13587,Kristina,Subram,KristinaSubram,Female,100000.00,2020-10-28,Bonn
13588,Deb,Dominguez,DebDominguez,Female,130000.00,2020-11-16,Leipzig
13589,Cameron,Smith,CameronSmith,Male,90000.00,2020-08-20,Drancy
13590,Louis,Xie,LouisXie,Male,170000.00,2018-01-03,York
13591,Latasha,Alonso,LatashaAlonso,Female,170000.00,2018-01-02,York
13592,Gabriella,Collins,GabriellaCollins,Female,70000.00,2019-01-02,Chatou
13593,Deanna,Navarro,DeannaNavarro,Female,100000.00,2020-12-15,Frankfurt am Main
13594,Jessica,Williams,JessicaWilliams,Female,100000.00,2020-07-28,Hamburg
13595,Cole,Stewart,ColeStewart,Male,70000.00,2019-01-13,Bobigny
13596,Billy,Gomez,BillyGomez,Male,80000.00,2020-02-10,Orly
13597,Lance,Gutierrez,LanceGutierrez,Male,90000.00,2020-08-19,Hof
13598,Keith,Luo,KeithLuo,Male,120000.00,2020-10-07,Werne
13599,Valerie,Zhu,ValerieZhu,Female,120000.00,2020-05-01,Berks
13600,Marie,Sanz,MarieSanz,Female,170000.00,2018-02-03,Watford
13601,Tanya,Dominguez,TanyaDominguez,Female,100000.00,2021-01-03,Berlin
13602,Virginia,Mehta,VirginiaMehta,Female,110000.00,2018-02-05,Billericay
13603,Molly,Martinez,MollyMartinez,Female,120000.00,2020-03-22,Leeds
13604,Nuan,Zheng,NuanZheng,Male,130000.00,2020-10-10,London
13605,Gerrit,Straatsma,GerritStraatsma,Male,80000.00,2019-01-21,Metz
13606,Drew,Sharma,DrewSharma,Male,100000.00,2018-04-17,Frankfurt
13607,Levi,Rana,LeviRana,Male,110000.00,2018-04-18,Frankfurt am Main
13608,Karla,Kumar,KarlaKumar,Female,120000.00,2020-10-12,Paderborn
13609,Ramon,Yang,RamonYang,Male,150000.00,2020-08-07,London
13610,Omar,Sharma,OmarSharma,Male,80000.00,2020-03-21,Paris
13611,Marshall,Huang,MarshallHuang,Male,90000.00,2021-01-05,Sèvres
13612,Hailey,Ross,HaileyRoss,Female,130000.00,2020-06-10,Warrington
13613,Derek,Jai,DerekJai,Male,60000.00,2020-02-13,Springwood
13614,Julie,Becker,JulieBecker,Female,60000.00,2020-04-26,North Ryde
13615,Jacquelyn,Rowe,JacquelynRowe,Female,60000.00,2020-01-29,Sydney
13616,Cole,Ramirez,ColeRamirez,Male,70000.00,2019-07-14,Sunbury
13617,Gerald,Suri,GeraldSuri,Male,70000.00,2020-04-18,Cranbourne
13618,Jay,Raman,JayRaman,Male,70000.00,2019-07-11,Geelong
13619,Arturo,Xu,ArturoXu,Male,70000.00,2019-07-20,Rhodes
13620,Damien,Ye,DamienYe,Male,70000.00,2019-07-06,Coffs Harbour
13621,Melody,Ruiz,MelodyRuiz,Female,60000.00,2020-07-23,Sunbury
13622,Alan,Wang,AlanWang,Male,70000.00,2019-07-02,Newcastle
13623,Mitchell,Carson,MitchellCarson,Male,80000.00,2020-06-27,Melbourne
13624,Nicole,Long,NicoleLong,Female,80000.00,2020-02-22,Sunbury
13625,Jason,Campbell,JasonCampbell,Male,90000.00,2019-07-21,Port Macquarie
13626,Johnathan,Madan,JohnathanMadan,Male,90000.00,2019-07-13,Brisbane
13627,Natasha,Rubio,NatashaRubio,Female,80000.00,2020-03-17,Darlinghurst
13628,Kaitlin,Schmidt,KaitlinSchmidt,Female,110000.00,2020-04-01,Cranbourne
13629,Karla,Yuan,KarlaYuan,Female,90000.00,2019-07-21,Rockhampton
13630,Brenda,Arun,BrendaArun,Female,90000.00,2019-07-01,Wollongong
13631,Joe,Subram,JoeSubram,Male,90000.00,2019-07-01,Matraville
13632,Cheryl,Munoz,CherylMunoz,Female,90000.00,2019-07-22,Cloverdale
13633,Juan,Ramos,JuanRamos,Male,90000.00,2019-07-25,North Ryde
13634,Alexis,Russell,AlexisRussell,Female,100000.00,2020-09-03,Brisbane
13635,Kurt,Deng,KurtDeng,Male,80000.00,2020-02-01,Matraville
13636,Jarrod,Rodriguez,JarrodRodriguez,Male,90000.00,2019-07-14,Sunbury
13637,Victoria,Cooper,VictoriaCooper,Female,110000.00,2019-07-25,Wollongong
13638,Diana,Alvarez,DianaAlvarez,Female,110000.00,2019-07-14,Sydney
13639,Colin,Liang,ColinLiang,Male,100000.00,2020-02-14,Geelong
13640,Rachael,Patel,RachaelPatel,Female,100000.00,2020-03-15,East Brisbane
13641,Adrian,Watson,AdrianWatson,Male,90000.00,2020-03-17,Hervey Bay
13642,Cassie,Nara,CassieNara,Female,100000.00,2020-05-09,Darlinghurst
13643,Ronald,Sai,RonaldSai,Male,100000.00,2019-07-07,Lane Cove
13644,Kristi,Dominguez,KristiDominguez,Female,100000.00,2019-07-16,Bendigo
13645,Eugene,He,EugeneHe,Male,100000.00,2019-07-19,Hawthorne
13646,Terry,Yuan,TerryYuan,Male,110000.00,2019-07-22,Warrnambool
13647,Armando,Alonso,ArmandoAlonso,Male,120000.00,2019-07-01,East Brisbane
13648,Arturo,Sharma,ArturoSharma,Male,120000.00,2019-07-29,Rockhampton
13649,Rebekah,Suarez,RebekahSuarez,Female,110000.00,2019-07-20,Townsville
13650,Jessie,She,JessieShe,Male,110000.00,2019-07-11,North Sydney
13651,Jerry,Sharma,JerrySharma,Male,120000.00,2019-07-06,Perth
13652,Tamara,Zeng,TamaraZeng,Female,90000.00,2020-05-08,Beaverton
13653,Tony,Chander,TonyChander,Male,90000.00,2019-05-13,Burien
13654,Shawn,Andersen,ShawnAndersen,Male,100000.00,2020-07-08,Bellingham
13655,Christopher,Walker,ChristopherWalker,Male,100000.00,2020-11-06,Bellingham
13656,Faith,Howard,FaithHoward,Female,110000.00,2020-07-14,Bellflower
13657,Kaylee,Collins,KayleeCollins,Female,110000.00,2019-04-30,Lebanon
13658,Wyatt,Bennett,WyattBennett,Male,130000.00,2019-05-13,Redmond
13659,Clayton,Shan,ClaytonShan,Male,130000.00,2020-06-05,Ballard
13660,Ethan,Davis,EthanDavis,Male,70000.00,2020-05-20,Metchosin
13661,Andre,Sara,AndreSara,Male,40000.00,2018-02-05,Warrington
13662,Miguel,Roberts,MiguelRoberts,Male,20000.00,2019-01-12,Villeneuve-d'Ascq
13663,Melvin,Tang,MelvinTang,Male,10000.00,2020-02-02,Stuttgart
13664,Larry,Diaz,LarryDiaz,Male,10000.00,2020-07-27,Oxon
13665,Kristi,Randall,KristiRandall,Female,10000.00,2020-08-02,Woolston
13666,Teresa,Ruiz,TeresaRuiz,Female,20000.00,2018-04-14,Grevenbroich
13667,Andres,Deng,AndresDeng,Male,20000.00,2019-01-03,Les Ulis
13668,Stanley,Martinez,StanleyMartinez,Male,60000.00,2020-02-06,Coffs Harbour
13669,Kristy,Gill,KristyGill,Female,60000.00,2020-04-20,Gold Coast
13670,Brittney,Zeng,BrittneyZeng,Female,60000.00,2020-02-22,Port Macquarie
13671,Frank,Ramos,FrankRamos,Male,30000.00,2021-01-28,Poing
13672,Benjamin,Davis,BenjaminDavis,Male,20000.00,2020-06-27,Lille
13673,Sandra,He,SandraHe,Female,20000.00,2020-11-17,Verrieres Le Buisson
13674,Drew,Shen,DrewShen,Male,20000.00,2020-05-05,Paris
13675,Stanley,Sai,StanleySai,Male,20000.00,2020-06-16,London
13676,George,Kapoor,GeorgeKapoor,Male,20000.00,2020-03-27,W. York
13677,Brian,Albrecht,BrianAlbrecht,Female,30000.00,2021-01-04,Saarbrücken
13678,Warren,Goel,WarrenGoel,Male,40000.00,2018-02-23,High Wycombe
13679,Sandra,Li,SandraLi,Female,40000.00,2018-02-23,Lancaster
13680,Jan,Watson,JanWatson,Female,40000.00,2018-02-17,Warrington
13681,Adam,Hall,AdamHall,Male,30000.00,2020-10-01,Paris
13682,Fernando,Lopez,FernandoLopez,Male,30000.00,2020-06-13,Paderborn
13683,Sheila,Torres,SheilaTorres,Female,30000.00,2020-10-13,Kiel
13684,Francis,Dominguez,FrancisDominguez,Male,10000.00,2020-11-29,Kassel
13685,Briana,Torres,BrianaTorres,Female,40000.00,2018-04-29,Berlin
13686,Peter,Jai,PeterJai,Male,40000.00,2018-04-08,Dresden
13687,Mario,Xie,MarioXie,Male,40000.00,2018-02-09,Bury
13688,Ruben,Sanchez,RubenSanchez,Male,50000.00,2020-06-29,Oxon
13689,Teresa,Ramos,TeresaRamos,Female,50000.00,2018-02-21,York
13690,Claudia,Gao,ClaudiaGao,Female,20000.00,2018-02-23,W. York
13691,Ariana,Bailey,ArianaBailey,Female,40000.00,2018-02-25,Billericay
13692,Curtis,Li,CurtisLi,Male,40000.00,2020-10-23,Cambridge
13693,Dominic,Gonzalez,DominicGonzalez,Male,20000.00,2018-02-18,London
13694,Savannah,Gray,SavannahGray,Female,30000.00,2020-04-05,Gateshead
13695,Christian,Clark,ChristianClark,Male,30000.00,2020-06-18,Roubaix
13696,Katherine,Edwards,KatherineEdwards,Female,40000.00,2020-02-21,Neunkirchen
13697,Jésus,Munoz,JésusMunoz,Male,40000.00,2018-04-24,Offenbach
13698,Catherine,Sanchez,CatherineSanchez,Female,40000.00,2020-02-20,Kassel
13699,Rachel,Alexander,RachelAlexander,Female,40000.00,2020-10-15,Milwaukie
13700,Evan,Howard,EvanHoward,Male,40000.00,2019-05-24,Daly City
13701,Haley,Scott,HaleyScott,Female,40000.00,2020-04-30,Newton
13702,Jessie,Suarez,JessieSuarez,Female,40000.00,2019-05-17,Chula Vista
13703,Mackenzie,Sanders,MackenzieSanders,Female,30000.00,2020-05-06,Kirkland
13704,Victoria,Davis,VictoriaDavis,Female,30000.00,2019-05-13,Walla Walla
13705,Blake,Mitchell,BlakeMitchell,Male,30000.00,2019-05-15,Portland
13706,Kaitlyn,Peterson,KaitlynPeterson,Female,40000.00,2020-11-28,Cliffside
13707,Austin,Smith,AustinSmith,Male,40000.00,2020-08-29,Royal Oak
13708,Jennifer,Bennett,JenniferBennett,Female,60000.00,2020-02-25,Cliffside
13709,Zachary,Robinson,ZacharyRobinson,Male,60000.00,2020-11-11,Langford
13710,Destiny,Harris,DestinyHarris,Female,60000.00,2020-10-30,Oak Bay
13711,Thomas,Mitchell,ThomasMitchell,Male,60000.00,2020-11-16,Royal Oak
13712,Nancy,Martinez,NancyMartinez,Female,60000.00,2019-05-04,Beaverton
13713,Alexander,Walker,AlexanderWalker,Male,60000.00,2019-05-27,Sedro Woolley
13714,Amanda,Ward,AmandaWard,Female,20000.00,2019-05-11,Milwaukie
13715,Eduardo,Sanchez,EduardoSanchez,Male,30000.00,2019-06-23,Chula Vista
13716,Brandon,Jai,BrandonJai,Male,30000.00,2019-06-12,Downey
13717,Audrey,Gill,AudreyGill,Female,30000.00,2020-05-17,Beaverton
13718,Marcus,Barnes,MarcusBarnes,Male,30000.00,2019-05-31,Redmond
13719,Isaac,Carter,IsaacCarter,Male,20000.00,2020-05-26,Langford
13720,Cameron,Johnson,CameronJohnson,Male,20000.00,2020-09-13,Sooke
13721,Lucas,Howard,LucasHoward,Male,20000.00,2019-06-18,Olympia
13722,Luke,Campbell,LukeCampbell,Male,30000.00,2019-06-21,Puyallup
13723,Leonard,Raje,LeonardRaje,Male,30000.00,2020-11-01,Burbank
13724,Charles,Thompson,CharlesThompson,Male,40000.00,2019-06-10,Mill Valley
13725,Nathan,Henderson,NathanHenderson,Male,40000.00,2019-06-18,San Gabriel
